,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
132254,280614,70593560991794,November,NY,3139.3984,1500.0,40,44,1,,49,1,1,2,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,0,37.5,3.624340932976365
132306,280731,301190910010606,November,NY,3236.1032,1250.0,40,44,1,,60,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.25,3.4420193761824107
132353,280844,691820171071003,November,NY,3602.1291,1480.76,40,44,1,,35,1,1,1,1,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,37.019,3.6114312943547935
132396,280941,910005163534546,November,NY,3360.7028,1346.15,40,44,1,,35,2,1,3,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,33.65375,3.516124491189194
132405,280958,950399019600510,November,NY,3625.8472,576.0,40,44,1,,43,1,1,1,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,14.4,2.667228206581955
132522,281202,457301830700190,November,NC,3236.2135,615.38,50,44,1,,29,2,1,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,12.3076,2.510216957744165
132540,281234,799230399910953,November,NC,3452.8156,1511.62,50,44,1,,54,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,30.2324,3.4089141969731545
132560,281268,1453570997591,November,NC,3219.6015,1375.0,60,44,1,,41,2,1,2,6,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,22.916666666666668,3.131864447878571
132981,282204,30733590994095,November,OH,2815.2001,1076.92,40,44,1,,41,2,4,1,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,26.923000000000002,3.292980939874984
133067,282361,308045400058951,November,OH,2709.07,1634.0,40,44,1,,63,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,40.85,3.709906821306012
133105,282441,621390000030760,November,OH,2624.1138,1576.92,45,44,1,,51,1,1,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,35.04266666666667,3.5565663666732275
133171,282574,999050418240953,November,OH,2862.8599,1269.23,40,44,1,,45,2,1,2,10,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.73075,3.457286242252409
133241,282721,557366019900827,November,OH,2384.1893,903.84,40,44,1,,27,2,1,2,5,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,22.596,3.1177728994630156
133349,282939,40010010751524,November,OK,1663.5856,884.0,40,44,1,,46,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,22.1,3.095577608523707
133701,283724,67644520017605,November,PA,3462.7003,1569.23,40,44,1,,38,1,1,2,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,39.23075,3.669460878060636
133753,283816,299400399980954,November,PA,3147.9686,1730.0,60,44,1,,60,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.833333333333332,3.361532125269724
133778,283886,498995508015261,November,PA,3678.2424,81.0,30,44,1,,27,2,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,2.7,0.9932517730102834
133925,284176,40210174579163,November,PA,3575.9821,1634.0,50,44,1,,39,2,7,2,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,32.68,3.486763269991802
133990,284309,931228002940521,November,PA,3802.393,900.0,45,44,1,,33,2,1,1,1,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.0,2.995732273553991
134014,284364,495955707017428,November,RI,431.686,525.0,35,44,1,,53,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,15.0,2.70805020110221
134076,284503,193624040086607,November,RI,704.3935,1384.61,45,44,1,,58,1,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,30.76911111111111,3.4265113007499943
134149,284658,733054774459200,November,RI,406.4791,1100.0,45,44,1,,49,2,1,2,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.444444444444443,3.196402969016142
134244,284854,610007854111125,November,SC,2626.7279,923.07,40,44,1,,43,2,1,1,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,23.07675,3.1388256171665394
134253,284870,841557003940380,November,SC,2710.1297,942.0,40,44,1,,33,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,23.55,3.159125820462427
134430,285259,605003814104676,November,SD,677.7584,769.23,40,44,1,,28,1,1,2,5,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,19.23075,2.9565105604002095
134431,285260,605003814104676,November,SD,555.9312,673.07,40,44,1,,28,2,1,2,5,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,16.82675,2.8229698820090032
134529,285471,107160401980406,November,TN,2199.3023,923.0,40,44,1,,44,2,1,1,3,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,23.075,3.138749780388916
134538,285500,201578009240160,November,TN,2105.0728,2884.61,40,45,1,,38,1,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,72.11525,4.27826553371462
134908,286297,958839650699407,November,TX,3210.4155,1300.0,40,44,1,1.0,57,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,32.5,3.481240089335692
135379,287305,407085609097911,November,UT,1505.5275,730.76,40,44,1,,32,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,18.269,2.9052056343544326
135402,287349,610009064764779,November,UT,1257.482,942.3,50,44,1,,35,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,18.846,2.9363006897845647
135620,287818,606501903010862,November,VT,660.4003,673.07,40,44,4,,36,1,1,1,1,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,0,16.82675,2.8229698820090032
135675,287925,501080615062179,November,VA,3384.0657,1022.72,40,44,1,,31,2,1,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,25.568,3.2413415695838643
135797,288155,515488065001308,November,VA,2563.18,1108.0,40,44,1,,52,2,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Federal,Yes,,Employed-At Work,1,27.7,3.3214324131932926
135808,288173,615642160004402,November,VA,3349.5586,1080.0,40,44,1,,27,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,27.0,3.295836866004329
135917,288417,50310301694031,November,WA,2693.2552,1250.0,50,44,1,,57,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,25.0,3.2188758248682006
136129,288890,993819050809509,November,WA,2912.2498,1600.0,40,44,1,,62,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,40.0,3.6888794541139363
136134,288897,924899650199505,November,WV,1367.231,807.69,60,44,1,,43,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,13.461500000000001,2.5998337593150387
136159,288951,50410231735465,November,WV,511.9598,692.3,40,44,1,,53,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,17.307499999999997,2.8511399335700434
136206,289094,802505340410955,November,WV,512.5867,575.0,20,44,1,,57,2,1,3,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.75,3.3586377672433594
136247,289225,245950180300303,November,WV,493.4823,1600.0,40,44,1,,61,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.0,3.6888794541139363
136364,289486,60957073455229,November,WI,1870.2572,769.23,50,44,1,,45,2,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,15.3846,2.733367009086
136503,289739,925459850717507,November,WI,329.7615,1277.77,40,44,1,,34,2,7,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.94425,3.4639921959261386
136522,289775,491352000950200,November,WI,2600.2906,1269.23,50,44,1,,55,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,25.3846,3.2341426909381994
136598,289933,508020116045694,November,WY,273.4267,830.0,50,44,1,,49,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.6,2.8094026953624978
136793,290476,121311003400180,December,AL,1861.5244,2884.61,40,45,1,,46,2,1,3,9,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,72.11525,4.27826553371462
136966,290850,982374060276007,December,AK,311.3562,961.0,40,44,1,,42,2,1,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,24.025,3.1790949548563563
136968,290855,7092154060510,December,AK,491.5737,2000.0,55,44,1,,52,1,1,2,4,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,36.36363636363637,3.5935692743096115
136969,290856,7092154060510,December,AK,486.9778,1950.0,55,44,1,,49,2,1,2,4,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,35.45454545454545,3.5682514663253215
137035,290966,10140001606210,December,AZ,3338.1125,673.07,40,44,1,1.0,35,2,1,1,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.82675,2.8229698820090032
137203,291278,771246004900941,December,AZ,2560.4867,824.5,40,44,1,1.0,33,2,5,3,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.6125,3.0258976878857173
137336,291580,100760050034506,December,AR,1141.0136,2653.0,40,44,1,,44,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,66.325,4.194566900023803
137397,291735,350058046909794,December,AR,1717.4515,961.0,50,44,1,,53,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,19.22,2.9559514035421466
137402,291747,530180724141000,December,AR,1342.6874,623.07,40,44,1,1.0,37,2,1,2,3,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,15.57675,2.745779417912217
137446,291849,612949252356,December,CA,2427.7388,1153.0,40,44,1,,52,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,28.825,3.3612430661551227
137773,292520,614220287641000,December,CA,3782.1569,1620.0,30,44,1,1.0,39,2,1,1,4,"Foreign Born, Not a US Citizen",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,54.0,3.9889840465642745
137830,292655,699830557641300,December,CA,2978.9412,1346.15,50,44,1,,35,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,26.923000000000002,3.292980939874984
137837,292665,710007400444756,December,CA,3283.3742,2.0,40,44,1,,51,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,0.05,-2.995732273553991
137953,292941,611876325432,December,CA,3253.9725,153.0,20,44,7,,37,2,1,4,11,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,7.65,2.0347056478384444
137954,292942,611876325432,December,CA,2971.5873,1500.0,40,44,5,,36,1,1,4,11,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,37.5,3.624340932976365
138047,293161,94736201092682,December,CA,3126.2694,1153.84,40,44,13,,38,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
138091,293278,160389026702294,December,CA,2410.0407,1030.0,40,44,1,,55,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,25.75,3.248434627109745
138189,293477,510007480523226,December,CA,3400.9881,750.0,40,44,1,,31,2,1,1,1,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-Absent,1,18.75,2.9311937524164198
138238,293596,630940337291000,December,CA,3039.6268,1442.3,50,44,1,,51,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.846,3.3619713351613183
138422,294014,600609940315041,December,CA,3122.2715,1961.53,55,44,1,,56,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,35.66418181818182,3.5741468747177154
138454,294098,6706690995778,December,CO,1548.2834,865.38,40,44,1,,29,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,21.6345,3.0742892627095375
138533,294225,861788004700001,December,CO,2450.4422,2884.61,40,45,1,,39,2,5,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Federal,Yes,,Employed-At Work,1,72.11525,4.27826553371462
138586,294328,340884097606079,December,CO,1942.0891,1500.0,55,44,1,,49,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,27.272727272727273,3.3058872018578307
138598,294351,600809983516571,December,CO,1408.2807,1442.0,50,44,1,,35,2,1,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.84,3.3617633124167483
138737,294661,92986008069917,December,CT,1345.473,1019.23,40,44,1,,29,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.48075,3.2379232651216294
138742,294670,107009683910350,December,CT,2647.4705,1250.0,40,44,1,,51,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.25,3.4420193761824107
138802,294806,819580601460004,December,CT,2464.9495,1944.44,40,44,1,,63,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,48.611000000000004,3.883849842744552
138886,294997,706602621847210,December,DE,384.2275,1307.69,40,44,1,,62,1,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,32.69225,3.4871380467554407
139010,295228,606100724010999,December,DE,594.2405,1346.15,40,44,1,,51,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,33.65375,3.516124491189194
139028,295277,790691401010103,December,DE,619.0744,865.38,50,44,1,,26,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,17.3076,2.851145711395328
139040,295303,931704002010529,December,DE,524.7915,692.3,40,44,1,,39,2,5,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,17.307499999999997,2.8511399335700434
139125,295453,139240461700761,December,DC,306.6262,1250.0,50,44,1,,38,2,3,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,25.0,3.2188758248682006
